,proba_de,proba_not_de,bayes_factor,scale1,scale2,pseudocounts,delta,lfc_mean,lfc_median,lfc_std,lfc_min,lfc_max,raw_mean1,raw_mean2,non_zeros_proportion1,non_zeros_proportion2,raw_normalized_mean1,raw_normalized_mean2,is_de_fdr_0.05,comparison,group1,group2
APPL2,0.9708,0.029200000000000004,3.5039514324132983,1.6034515e-05,4.5917608e-05,1e-07,0.5,-1.5498798,-1.5959125,0.52005607,-3.0618439,0.43377686,0.0,0.06110387,0.0,0.2,0.0,0.4261552,True,Left vs Right,Left,Right
TMSB15A,0.9328000000000001,0.06719999999999993,2.6305174299780245,1.0891636e-06,3.1696159e-06,1e-07,0.5,-1.5491434,-1.5451918,0.69085574,-3.6867733,0.6442375,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
TXNRD3,0.9621999999999999,0.037800000000000056,3.23691297248243,4.187042e-06,1.2393555e-05,1e-07,0.5,-1.548949,-1.5910454,0.5562738,-3.1440468,0.54966354,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
HEYL,0.9222,0.07779999999999998,2.472620570897198,3.8344083e-06,1.1111672e-05,1e-07,0.5,-1.54777,-1.5682259,0.73127544,-3.9415655,1.4018135,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
NFE2L3,0.9403999999999999,0.0596000000000001,2.7586495854431607,8.982271e-06,2.64301e-05,1e-07,0.5,-1.544527,-1.5520759,0.65495366,-3.834487,0.90052414,0.0,0.058906805,0.0,0.2,0.0,0.44436306,True,Left vs Right,Left,Right
SDCBP2-AS1,0.9666,0.033399999999999985,3.3652285703727176,5.619032e-06,1.9623697e-06,1e-07,0.5,1.5432417,1.5448856,0.5623693,-0.2289772,4.025057,0.0,0.011371843,0.0,0.06666666666666667,0.0,0.076731704,True,Left vs Right,Left,Right
TNFRSF10C,0.9172,0.08279999999999998,2.404897379722344,2.2862996e-06,7.929298e-07,1e-07,0.5,1.5418699,1.5032701,0.77807707,-0.99846077,4.2792015,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
RGL3,0.9658,0.03420000000000001,3.3407308473273742,3.24007e-06,9.43508e-06,1e-07,0.5,-1.5376902,-1.5303354,0.58428895,-3.689622,0.7044716,0.0,0.023102766,0.0,0.06666666666666667,0.0,0.15573162,True,Left vs Right,Left,Right
PABPC4,0.997,0.0030000000000000027,5.8061351579960405,4.8620605e-05,0.0001398571,1e-07,0.5,-1.5376428,-1.530767,0.40641803,-2.9413443,-0.2578783,0.0,0.13494387,0.0,0.4666666666666666,0.0,1.0482751,True,Left vs Right,Left,Right
CAMK2D,0.9876,0.012399999999999967,4.3775804885343055,2.798484e-05,8.079128e-05,1e-07,0.5,-1.534385,-1.5607882,0.43321413,-2.8209772,0.1541748,0.14021379,0.16452956,0.125,0.39999999999999997,1.4053824,1.2289275,True,Left vs Right,Left,Right
BAIAP2L1,0.9254,0.0746,2.518085446021074,2.211531e-06,6.4436003e-06,1e-07,0.5,-1.5342739,-1.5655022,0.73760706,-4.165882,1.2983932,0.0,0.012297726,0.0,0.06666666666666667,0.0,0.08841689,True,Left vs Right,Left,Right
ADM5,0.9132,0.08679999999999999,2.3533481887324736,9.00653e-07,2.6039702e-06,1e-07,0.5,-1.5308017,-1.5504179,0.7516349,-3.9181328,1.5356159,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
CYP27A1,0.9228,0.07720000000000005,2.4810129505717815,5.1898718e-05,1.8060759e-05,1e-07,0.5,1.5300449,1.5438509,0.7087496,-0.73478603,4.4523163,0.11989799,0.012297726,0.125,0.06666666666666667,1.1897366,0.08841689,True,Left vs Right,Left,Right
RAI14,0.9502,0.049799999999999955,2.948657314443122,1.6523656e-05,4.927766e-05,1e-07,0.5,-1.5291963,-1.5478001,0.5889504,-3.6914635,0.4371891,0.0,0.05734559,0.0,0.26666666666666666,0.0,0.4001193,True,Left vs Right,Left,Right
NT5DC2,0.9196,0.08040000000000003,2.4369245032002973,1.0574367e-05,3.075462e-05,1e-07,0.5,-1.528301,-1.5602541,0.72699755,-3.7427197,0.76661015,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
RBM26-AS1,0.9196,0.08040000000000003,2.4369245032002973,2.0998132e-06,7.4231923e-07,1e-07,0.5,1.527379,1.4404545,0.7655537,-0.49160194,4.7042923,0.0,0.012547174,0.0,0.06666666666666667,0.0,0.08457825,True,Left vs Right,Left,Right
ZNF286B,0.9396,0.06040000000000001,2.744464992923915,2.367697e-06,6.8895674e-06,1e-07,0.5,-1.525419,-1.5377121,0.64518946,-3.797285,0.9859657,0.0,0.018936215,0.0,0.06666666666666667,0.0,0.1502984,True,Left vs Right,Left,Right
PRRT3-AS1,0.915,0.08499999999999996,2.3762727020671153,3.3649226e-06,1.1326487e-06,1e-07,0.5,1.5248806,1.5914316,0.67837703,-0.7930908,3.6797695,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
KDM3B,0.9792,0.02080000000000004,3.8517824544940904,1.7644346e-05,5.112406e-05,1e-07,0.5,-1.5231938,-1.5412092,0.46682075,-2.9307604,0.19367027,0.0,0.07898088,0.0,0.26666666666666666,0.0,0.60817784,True,Left vs Right,Left,Right
SEC24A,0.9418000000000001,0.05819999999999992,2.7839074218687383,1.8261551e-05,5.4143704e-05,1e-07,0.5,-1.5211236,-1.5724564,0.73475575,-3.853613,1.597372,0.0,0.011371843,0.0,0.06666666666666667,0.0,0.076731704,True,Left vs Right,Left,Right
ZNF589,0.9471999999999999,0.05280000000000007,2.886998894581035,2.9913417e-06,8.4630865e-06,1e-07,0.5,-1.5165944,-1.5198174,0.63951486,-3.643343,1.3007717,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
LZTS2,0.9256,0.07440000000000002,2.52098611043563,6.954237e-05,2.4979667e-05,1e-07,0.5,1.5153322,1.5518618,0.6739031,-0.8700905,3.6541643,0.0,0.014995832,0.0,0.06666666666666667,0.0,0.10899615,True,Left vs Right,Left,Right
GINS3,0.9242,0.07579999999999998,2.5008300846818967,3.6811664e-06,1.0320168e-05,1e-07,0.5,-1.5151894,-1.5641184,0.669801,-3.5092506,1.0781326,0.0,0.03864918,0.0,0.13333333333333333,0.0,0.2724808,True,Left vs Right,Left,Right
C12orf76,0.9592,0.04079999999999995,3.157417287630535,6.157191e-05,2.1734682e-05,1e-07,0.5,1.515096,1.553937,0.54414004,-0.73222065,3.0929642,0.0,0.027543005,0.0,0.13333333333333333,0.0,0.1935744,True,Left vs Right,Left,Right
ZBTB6,0.966,0.03400000000000003,3.3468030258307184,5.699162e-06,1.6126653e-05,1e-07,0.5,-1.5146599,-1.502564,0.5385368,-3.316842,0.3418331,0.0,0.021762475,0.0,0.06666666666666667,0.0,0.16390175,True,Left vs Right,Left,Right
CIDEC,0.9156,0.08440000000000003,2.3840120789148944,1.7232394e-06,5.9916175e-07,1e-07,0.5,1.5138655,1.5174198,0.7155139,-1.8677673,4.361868,0.18048596,0.0,0.125,0.0,2.1544583,0.0,True,Left vs Right,Left,Right
EXOC3-AS1,0.9319999999999999,0.06800000000000006,2.6178249731802845,7.1389422e-06,2.6570576e-06,1e-07,0.5,1.5111017,1.5722084,0.66525537,-1.6992321,3.6250172,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
ARPC1A,0.9934,0.00660000000000005,5.014062248556934,4.1902138e-05,0.00011912905,1e-07,0.5,-1.510108,-1.5175519,0.40532392,-2.9558878,0.11845684,0.0,0.1793369,0.0,0.4666666666666666,0.0,1.4001102,True,Left vs Right,Left,Right
CDS1,0.932,0.06799999999999995,2.6178249731802863,4.604702e-06,1.3075991e-05,1e-07,0.5,-1.5097046,-1.56359,0.85887384,-4.2767925,2.8306942,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
DNA2,0.9252,0.07479999999999998,2.515191922495496,2.4075862e-06,6.8419845e-06,1e-07,0.5,-1.5088439,-1.5248775,0.7343505,-3.7623158,2.210535,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
FARP2,0.976,0.02400000000000002,3.705408349644468,8.523534e-06,2.4251267e-05,1e-07,0.5,-1.5086986,-1.5231094,0.4762331,-3.0367785,0.27336502,0.0,0.012547174,0.0,0.06666666666666667,0.0,0.08457825,True,Left vs Right,Left,Right
PYGM,0.943,0.05700000000000005,2.806014849964779,8.976629e-07,2.6352732e-06,1e-07,0.5,-1.5078878,-1.4585638,0.65860736,-4.0075397,0.83708,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
ZNF790,0.9638,0.03620000000000001,3.2818244195070476,5.844836e-06,2.0585771e-06,1e-07,0.5,1.5066175,1.4976568,0.5700492,-0.5390148,3.5471706,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
METTL14,0.9922,0.007800000000000029,4.845799694199552,1.5647394e-05,4.414897e-05,1e-07,0.5,-1.5052264,-1.5012403,0.42911002,-2.7365274,-0.13466644,0.0,0.04458341,0.0,0.2,0.0,0.33457834,True,Left vs Right,Left,Right
RBBP9,0.943,0.05700000000000005,2.806014849964779,6.4926116e-06,1.85265e-05,1e-07,0.5,-1.5051479,-1.5723557,0.5710352,-3.2862053,0.8382969,0.18048596,0.011765333,0.125,0.06666666666666667,2.1544583,0.088609345,True,Left vs Right,Left,Right
CRY1,0.9576,0.04239999999999999,3.1172815665995963,7.3150413e-06,2.1277385e-05,1e-07,0.5,-1.5037881,-1.5220208,0.5620503,-3.3993464,0.36714363,0.0,0.027997812,0.0,0.06666666666666667,0.0,0.19719702,True,Left vs Right,Left,Right
ABLIM1,0.9282,0.07179999999999997,2.559362622250681,3.9282626e-05,0.000111101486,1e-07,0.5,-1.503084,-1.5521636,0.6496642,-3.4898586,1.1874866,0.0,0.31308842,0.0,0.6666666666666666,0.0,2.269353,True,Left vs Right,Left,Right
NIPAL2,0.9281999999999999,0.07180000000000009,2.5593626222506796,1.9152587e-05,5.5767625e-05,1e-07,0.5,-1.5025811,-1.6322212,0.6686451,-2.8969917,1.5564289,0.0,0.16075234,0.0,0.4666666666666666,0.0,1.1771318,True,Left vs Right,Left,Right
PTGIR,0.9493999999999999,0.05060000000000009,2.931878442728325,3.0279509e-05,1.0670818e-05,1e-07,0.5,1.5024903,1.4943666,0.61376077,-0.63069344,3.494649,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
SLC25A40,0.9424,0.057599999999999985,2.794907082195586,3.2046094e-06,9.005087e-06,1e-07,0.5,-1.5013758,-1.5118885,0.60575306,-3.7129402,0.8662338,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
PRKCI,0.9514,0.04859999999999998,2.974310857841264,2.6844447e-05,7.600481e-05,1e-07,0.5,-1.5002233,-1.568655,0.5538214,-2.9940424,0.68513966,0.17775752,0.11925137,0.125,0.3333333333333333,1.9303508,0.919248,True,Left vs Right,Left,Right
FBN2,0.9356,0.06440000000000001,2.676074257008553,3.4356412e-06,9.74166e-06,1e-07,0.5,-1.4995674,-1.6439762,1.0018793,-3.933321,3.602522,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
CNTD2,0.9394,0.06059999999999999,2.740946326146231,5.87222e-07,1.7039955e-06,1e-07,0.5,-1.4985192,-1.5901947,0.77176434,-3.840805,2.595358,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
CALML4,0.9291999999999999,0.07080000000000009,2.5744648697155963,1.5315344e-06,4.196551e-06,1e-07,0.5,-1.4982182,-1.487546,0.6667888,-3.7486153,0.78313065,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
KCTD21,0.9394,0.06059999999999999,2.740946326146231,3.1584427e-06,8.895033e-06,1e-07,0.5,-1.4975204,-1.5501165,0.6306366,-3.038622,1.3652306,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
MITF,0.9468,0.053200000000000025,2.879029303884215,2.2676571e-05,6.2897125e-05,1e-07,0.5,-1.495903,-1.496973,0.61853856,-4.257429,0.48886967,0.17817101,0.12617503,0.125,0.39999999999999997,2.1256347,0.9360145,True,Left vs Right,Left,Right
CXCL1,0.9322,0.06779999999999997,2.6209850522269886,6.319817e-05,0.00020993469,1e-07,0.5,-1.4932246,-1.7277441,1.4187417,-4.8769255,5.3119373,0.0,0.23319378,0.0,0.3333333333333333,0.0,1.8183218,True,Left vs Right,Left,Right
TMEM91,0.9536,0.0464,3.0229446320482345,5.952462e-05,2.1362925e-05,1e-07,0.5,1.4929867,1.5213275,0.5689254,-1.0032701,3.3774595,0.18048596,0.036348235,0.125,0.13333333333333333,2.1544583,0.28612718,True,Left vs Right,Left,Right
FAM114A2,0.9692,0.03080000000000005,3.4489559846053557,8.024289e-06,2.2792039e-05,1e-07,0.5,-1.4926589,-1.516993,0.49691698,-3.2507677,0.43776894,0.0,0.14130789,0.0,0.39999999999999997,0.0,1.1007919,True,Left vs Right,Left,Right
NBPF19,0.942,0.05800000000000005,2.7875621022318757,8.77379e-06,2.4878495e-05,1e-07,0.5,-1.4924948,-1.5133471,0.6180035,-3.324541,0.5698805,0.0,0.05616401,0.0,0.2,0.0,0.3976617,True,Left vs Right,Left,Right
HTATSF1,0.994,0.006000000000000005,5.1099760808236026,1.9866104e-05,5.597301e-05,1e-07,0.5,-1.4902276,-1.4944472,0.39062893,-2.8455982,-0.266634,0.0,0.18764535,0.0,0.5333333333333333,0.0,1.3585353,True,Left vs Right,Left,Right
ROR1,0.9164,0.08360000000000001,2.394409321783732,1.1732395e-05,3.3430253e-05,1e-07,0.5,-1.4891814,-1.5342937,0.70142424,-3.9435663,1.0460997,0.0,0.07219038,0.0,0.2,0.0,0.52703154,True,Left vs Right,Left,Right
MMACHC,0.949,0.051000000000000045,2.9235829803445967,1.1868716e-06,3.3124575e-06,1e-07,0.5,-1.4881897,-1.5439224,0.55393046,-3.09482,1.1939487,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
TIMM8A,0.9388,0.06120000000000003,2.7304551217118043,3.5475034e-06,1.030863e-05,1e-07,0.5,-1.4859779,-1.5043106,0.66963917,-3.6994972,1.4163322,0.0,0.010651365,0.0,0.06666666666666667,0.0,0.07528377,True,Left vs Right,Left,Right
AREL1,0.9228000000000001,0.07719999999999994,2.4810129505717833,5.1726756e-06,1.4732276e-05,1e-07,0.5,-1.4856554,-1.4831047,0.68856674,-3.7983694,0.77303314,0.0,0.046934027,0.0,0.13333333333333333,0.0,0.34749544,True,Left vs Right,Left,Right
RBBP8,0.9398,0.06020000000000003,2.747994578881558,6.7672386e-06,1.9752179e-05,1e-07,0.5,-1.4856061,-1.5388985,0.80753297,-4.0541086,1.8549938,0.0,0.012297726,0.0,0.06666666666666667,0.0,0.08841689,True,Left vs Right,Left,Right
ZC2HC1A,0.9762,0.023800000000000043,3.7139814928514396,0.00012208003,4.4165954e-05,1e-07,0.5,1.4830158,1.4718714,0.5031157,-0.42908287,3.1977673,0.11989799,0.08611369,0.125,0.26666666666666666,1.1897366,0.6300858,True,Left vs Right,Left,Right
RASGEF1A,0.9184,0.0816,2.42080365193473,1.6707212e-06,4.7301355e-06,1e-07,0.5,-1.4815545,-1.504879,0.7196567,-4.1621475,1.3186607,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
CAHM,0.9128000000000001,0.08719999999999994,2.3483123639093426,4.6066775e-06,1.6395304e-06,1e-07,0.5,1.4809116,1.4959898,0.7285538,-1.1918468,3.9145947,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
FZD7,0.9269999999999999,0.07300000000000006,2.541493998218658,2.0691585e-05,5.8605732e-05,1e-07,0.5,-1.4802841,-1.5514102,0.69358134,-3.5577135,1.6637764,0.0,0.116585195,0.0,0.39999999999999997,0.0,0.8179904,True,Left vs Right,Left,Right
NT5DC3,0.9468,0.053200000000000025,2.879029303884215,2.1524554e-06,6.225006e-06,1e-07,0.5,-1.4792769,-1.458785,0.62841874,-3.7114887,0.6026192,0.0,0.027997812,0.0,0.06666666666666667,0.0,0.19719702,True,Left vs Right,Left,Right
TAF13,0.9642000000000001,0.03579999999999994,3.2933505796065914,2.2980952e-05,6.663363e-05,1e-07,0.5,-1.4778227,-1.579309,1.1376312,-4.853176,3.6062536,0.0,0.07151224,0.0,0.26666666666666666,0.0,0.5471239,True,Left vs Right,Left,Right
FBXO38,0.9588,0.041200000000000014,3.1472440139160347,1.1206296e-05,3.174503e-05,1e-07,0.5,-1.4766027,-1.5245128,0.49280652,-2.8643112,0.53243065,0.0,0.057640232,0.0,0.26666666666666666,0.0,0.4115075,True,Left vs Right,Left,Right
AGAP2-AS1,0.928,0.07199999999999995,2.556365485657129,2.4747545e-05,9.103595e-06,1e-07,0.5,1.474606,1.4800758,0.65789413,-0.40224266,3.6211557,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
SPSB2,0.9762,0.023800000000000043,3.7139814928514396,2.367499e-05,8.542434e-06,1e-07,0.5,1.4742317,1.4846177,0.4935719,-0.34017372,3.1460657,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
ERAP2,0.9878,0.012199999999999989,4.394043486819026,5.2914464e-05,1.896862e-05,1e-07,0.5,1.473792,1.4641356,0.4563994,-0.4923916,3.6287565,0.0,0.01654916,0.0,0.06666666666666667,0.0,0.11771,True,Left vs Right,Left,Right
MED14,0.9886,0.011399999999999966,4.462675578395129,9.917594e-06,2.760997e-05,1e-07,0.5,-1.4734244,-1.4887509,0.38282168,-2.678194,0.054786682,0.0,0.03568435,0.0,0.2,0.0,0.2499193,True,Left vs Right,Left,Right
ZBTB33,0.9264,0.0736,2.5326609560088174,5.6007916e-06,1.5828591e-05,1e-07,0.5,-1.472601,-1.5198631,0.7440417,-3.8515062,1.4812222,0.0,0.011765333,0.0,0.06666666666666667,0.0,0.088609345,True,Left vs Right,Left,Right
CDK7,0.9472,0.05279999999999996,2.886998894581037,3.7258399e-06,1.04611e-05,1e-07,0.5,-1.4696999,-1.4737368,0.60240847,-3.9191046,0.8950443,0.0,0.027200526,0.0,0.13333333333333333,0.0,0.19299378,True,Left vs Right,Left,Right
SERF1A,0.9468,0.053200000000000025,2.879029303884215,1.875153e-06,6.8295344e-07,1e-07,0.5,1.468677,1.4606981,0.5801424,-0.3354187,3.6823483,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
ARRDC4,0.9229999999999999,0.07700000000000007,2.483823693613282,1.0992895e-05,3.0831532e-05,1e-07,0.5,-1.4651037,-1.5297766,0.6605549,-3.743784,1.7991638,0.0,0.022676362,0.0,0.06666666666666667,0.0,0.16303612,True,Left vs Right,Left,Right
PRIM1,0.9776,0.022399999999999975,3.7760391933569983,1.18126645e-05,4.198785e-06,1e-07,0.5,1.4641508,1.4505281,0.5004108,-0.12878418,3.29632,0.0,0.01654916,0.0,0.06666666666666667,0.0,0.11771,True,Left vs Right,Left,Right
EPHB3,0.9271999999999999,0.07280000000000009,2.544453210245432,5.8978217e-06,1.6586524e-05,1e-07,0.5,-1.456837,-1.5197663,0.81452966,-3.6327744,2.3451462,0.0,0.0600178,0.0,0.26666666666666666,0.0,0.45127577,True,Left vs Right,Left,Right
ASB13,0.9296,0.07040000000000002,2.5805609916455206,1.260439e-05,4.52394e-06,1e-07,0.5,1.4567425,1.4532022,0.64467514,-0.5499096,3.835369,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
STXBP5,0.9824,0.01759999999999995,4.0220990973462705,3.0223433e-05,8.321285e-05,1e-07,0.5,-1.4559071,-1.4633555,0.4416109,-2.7853384,0.12691498,0.0,0.14203086,0.0,0.3333333333333333,0.0,1.108891,True,Left vs Right,Left,Right
PRPF40B,0.9322,0.06779999999999997,2.6209850522269886,1.3572887e-05,5.208503e-06,1e-07,0.5,1.4542174,1.439805,0.64201653,-0.79750633,3.597454,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
EDC3,0.9554,0.04459999999999997,3.0643960281814424,3.2533053e-06,8.947828e-06,1e-07,0.5,-1.4539294,-1.4681396,0.53604776,-3.2601957,0.49821472,0.0,0.018936215,0.0,0.06666666666666667,0.0,0.1502984,True,Left vs Right,Left,Right
HIST1H2AC,0.9756,0.024399999999999977,3.688469134456731,4.417837e-05,1.6350494e-05,1e-07,0.5,1.4532951,1.4025269,0.5414213,-0.10717964,3.6384401,0.0,0.064065,0.0,0.26666666666666666,0.0,0.49253774,True,Left vs Right,Left,Right
ZNF215,0.9216000000000001,0.07839999999999991,2.4642872458849476,2.240556e-06,6.1914175e-06,1e-07,0.5,-1.4528564,-1.4298229,0.695023,-4.0439415,1.1991386,0.0,0.025455847,0.0,0.06666666666666667,0.0,0.21118672,True,Left vs Right,Left,Right
TSEN2,0.9212,0.07879999999999998,2.4587640550345577,4.8593656e-06,1.3562694e-05,1e-07,0.5,-1.4507254,-1.5000024,0.7408099,-3.5783014,1.625515,0.0,0.038796894,0.0,0.13333333333333333,0.0,0.3105451,True,Left vs Right,Left,Right
DUS4L,0.9388000000000001,0.06119999999999992,2.730455121711806,2.5883428e-06,6.980119e-06,1e-07,0.5,-1.4499022,-1.4644289,0.6315105,-3.3184624,1.0896683,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
RWDD2A,0.9334,0.06659999999999999,2.6401291165327536,1.1010263e-05,4.108765e-06,1e-07,0.5,1.4491881,1.4311934,0.65500253,-1.0108585,3.8746605,0.0,0.038796894,0.0,0.13333333333333333,0.0,0.3105451,True,Left vs Right,Left,Right
UTP20,0.9398,0.06020000000000003,2.747994578881558,1.3305817e-05,3.6822596e-05,1e-07,0.5,-1.447106,-1.4723487,0.6050553,-3.1779613,0.8855181,0.0,0.0745373,0.0,0.2,0.0,0.55064595,True,Left vs Right,Left,Right
MRPS2,0.9986,0.0013999999999999568,6.569874928627714,4.9444043e-05,1.8131588e-05,1e-07,0.5,1.4464852,1.4524121,0.34068206,0.32933426,2.5327692,0.14229724,0.018936215,0.125,0.06666666666666667,1.3492198,0.1502984,True,Left vs Right,Left,Right
ZNF205,0.9474,0.05259999999999998,2.8910050911871408,2.2201335e-05,8.292344e-06,1e-07,0.5,1.4461408,1.4594545,0.58401346,-0.40499306,3.353531,0.18048596,0.025455847,0.125,0.06666666666666667,2.1544583,0.21118672,True,Left vs Right,Left,Right
ZNF468,0.9536,0.0464,3.0229446320482345,3.295656e-06,9.06336e-06,1e-07,0.5,-1.4444863,-1.4584837,0.5246388,-3.0557985,0.33026505,0.0,0.028498609,0.0,0.13333333333333333,0.0,0.2023795,True,Left vs Right,Left,Right
KRBOX4,0.9436,0.056400000000000006,2.817233022322269,1.6390293e-05,6.106637e-06,1e-07,0.5,1.4429042,1.4469285,0.58308667,-0.41256523,3.1974487,0.0,0.021083638,0.0,0.06666666666666667,0.0,0.1422622,True,Left vs Right,Left,Right
GALNT2,0.9712,0.028800000000000048,3.5181566962377104,3.2689117e-05,8.993772e-05,1e-07,0.5,-1.4418414,-1.4684563,0.45701516,-3.209526,0.29157352,0.0,0.13285235,0.0,0.39999999999999997,0.0,0.9432653,True,Left vs Right,Left,Right
IDE,0.9498,0.05020000000000002,2.9402362207427024,1.1752757e-05,3.207966e-05,1e-07,0.5,-1.4410138,-1.4706559,0.52112925,-3.07236,0.9694433,0.0,0.06294213,0.0,0.26666666666666666,0.0,0.4619283,True,Left vs Right,Left,Right
MICB,0.9162,0.08379999999999999,2.391801565547517,3.0042638e-06,8.2966635e-06,1e-07,0.5,-1.4397297,-1.4528685,0.6628022,-3.631277,0.69106483,0.0,0.010651365,0.0,0.06666666666666667,0.0,0.07528377,True,Left vs Right,Left,Right
ASH1L-AS1,0.9712,0.028800000000000048,3.5181566962377104,7.637309e-06,2.802377e-06,1e-07,0.5,1.4395204,1.4328632,0.50250775,-0.13227272,3.3350544,0.0,0.011765333,0.0,0.06666666666666667,0.0,0.088609345,True,Left vs Right,Left,Right
IGF2BP2,0.9302,0.06979999999999997,2.5897654745055814,1.6210124e-05,4.425563e-05,1e-07,0.5,-1.4386399,-1.4533443,0.6357017,-3.4586668,0.9322672,0.0,0.035496265,0.0,0.2,0.0,0.24827892,True,Left vs Right,Left,Right
ABHD17B,0.9349999999999999,0.06500000000000006,2.666159116242094,3.329324e-06,8.988125e-06,1e-07,0.5,-1.4338092,-1.459713,0.57661796,-3.1180115,0.8311691,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
HIST2H2AC,0.9376,0.06240000000000001,2.7097579938564973,4.3629525e-06,1.5967235e-06,1e-07,0.5,1.4318364,1.3680086,0.6408646,-0.46525574,4.3280697,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
CNTNAP3B,0.9178,0.08220000000000005,2.4128240891397246,1.1079082e-06,2.970009e-06,1e-07,0.5,-1.4317735,-1.4150085,0.6545126,-3.9117737,0.9827957,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
PCDH18,0.9286,0.07140000000000002,2.5653800769531694,4.945396e-05,0.00014128715,1e-07,0.5,-1.4306346,-1.5640059,1.0240145,-4.0838566,3.372036,0.0,0.25494212,0.0,0.6,0.0,1.8890147,True,Left vs Right,Left,Right
COL5A2,0.9341999999999999,0.06580000000000008,2.6530705684654086,0.00025503713,0.0006950616,1e-07,0.5,-1.4302883,-1.4820743,0.70642793,-3.5259,1.8868895,0.34693375,0.7508307,0.25,0.7999999999999999,3.4003203,5.6006365,True,Left vs Right,Left,Right
L1CAM,0.94,0.06000000000000005,2.751535157013593,4.2312076e-06,4.200432e-06,1e-07,0.5,1.427275,1.6196985,1.6555053,-6.362365,5.4939375,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
TBC1D4,0.9376,0.06240000000000001,2.7097579938564973,1.3320923e-05,3.5950205e-05,1e-07,0.5,-1.4267154,-1.4707937,0.58022064,-3.1001263,1.2048321,0.0,0.092439234,0.0,0.26666666666666666,0.0,0.71230507,True,Left vs Right,Left,Right
MIB1,0.9521999999999999,0.047800000000000065,2.991749258560003,4.505517e-05,0.00012012259,1e-07,0.5,-1.4259306,-1.4440837,0.5445811,-2.9414978,0.5257044,0.0,0.12696497,0.0,0.4666666666666666,0.0,0.9712388,True,Left vs Right,Left,Right
DCAF12,0.9248,0.07520000000000004,2.5094261447967527,1.5307494e-05,4.213918e-05,1e-07,0.5,-1.4250576,-1.4991827,0.5887021,-2.9297562,0.8651476,0.0,0.029796338,0.0,0.06666666666666667,0.0,0.21193382,True,Left vs Right,Left,Right
VPS41,0.9500000000000001,0.04999999999999993,2.9444387896927777,2.1843169e-05,5.8449205e-05,1e-07,0.5,-1.4229618,-1.4149485,0.5481722,-3.2374802,0.830492,0.0,0.06493434,0.0,0.26666666666666666,0.0,0.46805304,True,Left vs Right,Left,Right
SAMD12,0.9276,0.07240000000000002,2.550394178648677,1.7729525e-06,4.7269873e-06,1e-07,0.5,-1.4217467,-1.4135323,0.6296323,-3.4872475,0.7678299,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
