,proba_de,proba_not_de,bayes_factor,scale1,scale2,pseudocounts,delta,lfc_mean,lfc_median,lfc_std,lfc_min,lfc_max,raw_mean1,raw_mean2,non_zeros_proportion1,non_zeros_proportion2,raw_normalized_mean1,raw_normalized_mean2,is_de_fdr_0.05,comparison,group1,group2
IKZF2,0.913,0.08699999999999997,2.3508276579507656,4.883226e-06,1.5255633e-05,1e-07,0.5,-1.6674051,-1.6669397,0.8577545,-4.7960186,1.1404457,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
PF4,0.9196,0.08040000000000003,2.4369245032002973,4.631082e-07,1.5190382e-06,1e-07,0.5,-1.6652553,-1.7398653,0.94365686,-4.393345,2.6410637,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
COLCA1,0.9712,0.028800000000000048,3.5181566962377104,4.3892387e-06,1.38520045e-05,1e-07,0.5,-1.664342,-1.6685791,0.60332006,-3.7619848,0.47358513,0.0,0.014995832,0.0,0.06666666666666667,0.0,0.10899615,True,Left vs Right,Left,Right
XKR9,0.9186,0.08140000000000003,2.423475386919214,2.257559e-07,7.3031083e-07,1e-07,0.5,-1.6643009,-1.7120504,0.7997164,-4.2379456,1.9146404,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
HOXD8,0.9688,0.031200000000000006,3.4356397872327245,5.639501e-06,1.7855366e-05,1e-07,0.5,-1.660166,-1.6638384,0.6141272,-3.8968878,0.28896332,0.0,0.04674125,0.0,0.2,0.0,0.3479657,True,Left vs Right,Left,Right
EPDR1,0.9590000000000001,0.040999999999999925,3.1523187747042516,2.085539e-05,6.6267625e-05,1e-07,0.5,-1.6584541,-1.6771107,0.6625639,-3.8641548,0.8729572,0.0,0.09891233,0.0,0.3333333333333333,0.0,0.7444121,True,Left vs Right,Left,Right
GFPT2,0.9172,0.08279999999999998,2.404897379722344,2.90488e-05,9.2884395e-05,1e-07,0.5,-1.6581342,-1.6919541,0.8335987,-4.212865,1.7867374,0.0,0.31080776,0.0,0.6,0.0,2.259976,True,Left vs Right,Left,Right
TARBP1,0.953,0.04700000000000004,3.0094670996713875,1.6448132e-05,5.327816e-05,1e-07,0.5,-1.655974,-1.736259,0.6589422,-3.261713,1.3190975,0.0,0.07424022,0.0,0.3333333333333333,0.0,0.5608077,True,Left vs Right,Left,Right
DNAAF5,0.9553999999999999,0.044600000000000084,3.0643960281814397,7.836493e-06,2.4656598e-05,1e-07,0.5,-1.6526291,-1.7210641,0.62485915,-3.2689762,1.0532951,0.0,0.024312507,0.0,0.13333333333333333,0.0,0.1731876,True,Left vs Right,Left,Right
FPR2,0.9224,0.0776,2.4754114237409888,2.064178e-06,6.8396025e-06,1e-07,0.5,-1.650587,-1.862647,1.4631041,-5.2145348,5.1586456,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
FZD6,0.931,0.06899999999999995,2.6021526384934215,5.973014e-06,1.9096784e-05,1e-07,0.5,-1.6466043,-1.6773858,0.7571447,-4.3034925,1.1754589,0.0,0.019833073,0.0,0.06666666666666667,0.0,0.14018002,True,Left vs Right,Left,Right
GMEB2,0.9416,0.05840000000000001,2.780264505499244,4.7817884e-06,1.5229825e-05,1e-07,0.5,-1.6460582,-1.7109513,0.65674376,-3.5104074,1.0537758,0.0,0.071702115,0.0,0.3333333333333333,0.0,0.51773524,True,Left vs Right,Left,Right
DSP,0.936,0.06399999999999995,2.682732247551694,6.5590693e-06,1.9723057e-05,1e-07,0.5,-1.6455,-1.63837,0.78588474,-4.54665,1.6167202,0.0,0.012547174,0.0,0.06666666666666667,0.0,0.08457825,True,Left vs Right,Left,Right
BRPF3,0.97,0.030000000000000027,3.476098366811273,6.0835696e-06,1.9086257e-05,1e-07,0.5,-1.6420523,-1.6755519,0.56668174,-3.3873415,1.299202,0.0,0.01654916,0.0,0.06666666666666667,0.0,0.11771,True,Left vs Right,Left,Right
TRMT2B,0.9724,0.027599999999999958,3.561951117683924,1.577509e-05,5.134401e-06,1e-07,0.5,1.6395959,1.6135507,0.61702645,-0.45961952,3.6721983,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
HAP1,0.9284,0.0716,2.562367471540107,1.0805911e-06,3.672866e-06,1e-07,0.5,-1.6369915,-1.7337093,1.0081496,-4.6189938,2.6677933,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
OR51E1,0.9168,0.08320000000000005,2.3996418888485156,1.7636274e-06,5.2054374e-06,1e-07,0.5,-1.6364075,-1.5916643,0.8371568,-4.5036373,0.761467,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
DDX11-AS1,0.9189999999999999,0.08100000000000007,2.428836855107858,1.143754e-06,3.73645e-07,1e-07,0.5,1.6357821,1.6468868,0.75161767,-0.9127369,4.1398354,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
LINC01311,0.946,0.05400000000000005,2.8632583478732596,2.191441e-06,7.059694e-07,1e-07,0.5,1.6348255,1.656683,0.6589806,-0.5181999,3.6370506,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
SLC7A1,0.9688,0.031200000000000006,3.4356397872327245,4.6412447e-06,1.4472874e-05,1e-07,0.5,-1.6345913,-1.6431909,0.5686039,-3.5927744,0.37480354,0.0,0.039225522,0.0,0.13333333333333333,0.0,0.28074613,True,Left vs Right,Left,Right
RIMS3,0.943,0.05700000000000005,2.806014849964779,8.497347e-07,2.540394e-06,1e-07,0.5,-1.6342756,-1.594099,0.7230708,-4.1669846,0.6024189,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
FABP5,0.9446,0.055400000000000005,2.8361817937898715,9.191145e-05,0.00029786536,1e-07,0.5,-1.6338058,-1.7021847,0.80231565,-4.0412054,2.1193066,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
PDE1B,0.9416,0.05840000000000001,2.780264505499244,1.4225714e-06,4.3323894e-06,1e-07,0.5,-1.6331079,-1.613677,0.70432156,-4.168621,1.2343597,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
IFITM10,0.9286,0.07140000000000002,2.5653800769531694,2.0687348e-06,6.462716e-06,1e-07,0.5,-1.6329806,-1.691617,0.8084825,-4.0362644,1.9254398,0.0,0.011371843,0.0,0.06666666666666667,0.0,0.076731704,True,Left vs Right,Left,Right
HOMER1,0.925,0.07499999999999996,2.5123055014536018,6.4384467e-06,2.0309184e-05,1e-07,0.5,-1.632297,-1.6223745,0.80038136,-4.4184084,1.4489517,0.0,0.026945278,0.0,0.13333333333333333,0.0,0.19366564,True,Left vs Right,Left,Right
TTYH3,0.9406,0.05940000000000001,2.7622235854237056,1.763549e-05,5.5079203e-05,1e-07,0.5,-1.6304574,-1.6705976,0.7111656,-4.3717117,1.3703346,0.0,0.018936215,0.0,0.06666666666666667,0.0,0.1502984,True,Left vs Right,Left,Right
RARRES1,0.9326000000000001,0.0673999999999999,2.62733122881073,4.7214464e-05,0.00015400171,1e-07,0.5,-1.6292444,-1.679379,0.93615454,-4.695903,2.3634787,0.0,0.48824304,0.0,0.7333333333333333,0.0,3.529543,True,Left vs Right,Left,Right
TLR3,0.9304,0.0696,2.5928499009339956,8.7879425e-06,2.6519736e-05,1e-07,0.5,-1.6274041,-1.6378641,0.7573895,-4.196395,1.0325623,0.17817101,0.04666387,0.125,0.26666666666666666,2.1256347,0.3369795,True,Left vs Right,Left,Right
RAB5B,1.0,0.0,18.420680753952368,2.8547529e-05,8.8304885e-05,1e-07,0.5,-1.6254328,-1.6129742,0.32515818,-2.8388424,-0.5208378,0.17775752,0.10210949,0.125,0.39999999999999997,1.9303508,0.73185134,True,Left vs Right,Left,Right
CDCA8,0.9168,0.08320000000000005,2.3996418888485156,5.499452e-07,1.6314132e-06,1e-07,0.5,-1.6250072,-1.6361618,0.7892484,-4.1847553,1.100399,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
SULT1C2,0.9259999999999999,0.07400000000000007,2.526809017106019,6.279951e-07,1.959057e-06,1e-07,0.5,-1.62425,-1.6683798,0.80226177,-4.1500854,2.2724361,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
GMPR,0.9508000000000001,0.04919999999999991,2.9614099192532253,2.4953017e-06,7.715591e-06,1e-07,0.5,-1.623871,-1.6064482,0.68410903,-4.91259,0.6487751,0.0,0.010651365,0.0,0.06666666666666667,0.0,0.07528377,True,Left vs Right,Left,Right
GNAQ,0.957,0.04300000000000004,3.1026030536505993,6.8509806e-05,0.00021414716,1e-07,0.5,-1.6227393,-1.6700735,0.575966,-3.3080978,0.794672,0.0,0.1927388,0.0,0.5333333333333333,0.0,1.4227641,True,Left vs Right,Left,Right
SRGAP1,0.9434,0.056599999999999984,2.813481219562552,2.0156462e-05,6.3939726e-05,1e-07,0.5,-1.6223729,-1.6646657,0.6769711,-3.79803,1.1021318,0.0,0.18342139,0.0,0.5333333333333333,0.0,1.3177825,True,Left vs Right,Left,Right
RAB3IL1,0.9662,0.03380000000000005,3.3529097641232113,7.878592e-05,2.467449e-05,1e-07,0.5,1.6215986,1.5674129,0.68696284,-0.34100437,4.4143267,0.34215719,0.0,0.25,0.0,4.165271,0.0,True,Left vs Right,Left,Right
C16orf95,0.9396,0.06040000000000001,2.744464992923915,1.400611e-06,4.4066587e-06,1e-07,0.5,-1.6214178,-1.6765432,0.68794686,-3.5411358,1.4231873,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
AGR2,0.915,0.08499999999999996,2.3762727020671153,3.414984e-05,0.00010166905,1e-07,0.5,-1.6191365,-1.6487417,0.84752417,-4.348198,1.7523336,0.0,0.012297726,0.0,0.06666666666666667,0.0,0.08841689,True,Left vs Right,Left,Right
HOTTIP,0.9236,0.07640000000000002,2.4922962612450195,9.1459435e-07,2.9892035e-06,1e-07,0.5,-1.6152982,-1.7096844,1.0084997,-4.2785454,2.4220219,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
FST,0.9384,0.06159999999999999,2.723514275118579,9.783627e-05,3.221111e-05,1e-07,0.5,1.6152174,1.5894709,0.76026165,-1.1137505,4.889824,0.64254117,0.06609641,0.5,0.2,7.509466,0.4619248,True,Left vs Right,Left,Right
PVALB,0.912,0.08799999999999997,2.3383030729246803,5.9084215e-07,1.9083552e-06,1e-07,0.5,-1.6148108,-1.6128693,0.83045846,-4.7007294,1.2240658,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
ERRFI1,0.9121999999999999,0.0878000000000001,2.340797660703826,2.8297498e-05,9.151379e-05,1e-07,0.5,-1.6127012,-1.6596184,0.86935836,-4.7384415,1.7480316,0.30038396,0.18065631,0.25,0.4666666666666666,3.344195,1.3727123,True,Left vs Right,Left,Right
OXT,0.9364,0.06359999999999999,2.689429118717184,7.4952806e-07,2.2931113e-06,1e-07,0.5,-1.6125203,-1.6493492,0.68286973,-3.5616817,1.6725693,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
SEPHS2,0.9992,0.0008000000000000229,7.13008602021168,2.1903672e-06,7.2408363e-07,1e-07,0.5,1.6122899,1.5613298,0.4456234,0.30988312,3.4846992,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
LGI2,0.919,0.08099999999999996,2.428836855107859,5.690657e-06,1.9290299e-05,1e-07,0.5,-1.6110077,-1.7683735,1.0927875,-4.3997564,3.4281254,0.0,0.011371843,0.0,0.06666666666666667,0.0,0.076731704,True,Left vs Right,Left,Right
GSTM5,0.9229999999999999,0.07700000000000007,2.483823693613282,4.602902e-05,1.583448e-05,1e-07,0.5,1.6107321,1.5677123,0.80174035,-1.2108021,4.271014,0.15496415,0.05337685,0.125,0.2,1.7460774,0.40562844,True,Left vs Right,Left,Right
PPM1H,0.9516,0.0484,2.978644768603285,2.280083e-06,7.2073885e-06,1e-07,0.5,-1.6097958,-1.6672115,0.8524194,-4.338621,2.4524784,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
SEMA6A,0.9288000000000001,0.07119999999999993,2.568400482282905,6.092405e-06,1.9211262e-05,1e-07,0.5,-1.6084604,-1.661478,0.7409598,-3.7237234,1.168005,0.0,0.026367676,0.0,0.13333333333333333,0.0,0.18572786,True,Left vs Right,Left,Right
HELLS,0.9436,0.056400000000000006,2.817233022322269,7.795971e-06,2.4564313e-05,1e-07,0.5,-1.6062133,-1.6866145,0.8692147,-4.1157627,2.4344606,0.0,0.061709736,0.0,0.2,0.0,0.44576824,True,Left vs Right,Left,Right
CKAP4,0.9412,0.05879999999999996,2.7730136425053487,8.7185326e-05,0.00027036856,1e-07,0.5,-1.6045173,-1.6750741,0.6360105,-3.4009047,0.9399147,0.0,0.4564381,0.0,0.7999999999999999,0.0,3.4280803,True,Left vs Right,Left,Right
PEAR1,0.9161999999999999,0.0838000000000001,2.3918015655475156,8.981023e-06,2.7110043e-05,1e-07,0.5,-1.6044046,-1.6055079,0.80950534,-4.4883003,1.346736,0.0,0.012547174,0.0,0.06666666666666667,0.0,0.08457825,True,Left vs Right,Left,Right
L1TD1,0.9248,0.07520000000000004,2.5094261447967527,2.7837202e-06,8.345301e-06,1e-07,0.5,-1.6033409,-1.6148233,1.1430639,-5.677533,3.2336464,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
TMEM61,0.9412,0.05879999999999996,2.7730136425053487,1.3869717e-06,4.3161654e-06,1e-07,0.5,-1.5967201,-1.5952711,0.7125247,-4.48291,1.088253,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
HIST2H2AB,0.9164,0.08360000000000001,2.394409321783732,5.538097e-07,1.8474574e-07,1e-07,0.5,1.5959023,1.5519762,0.7068618,-0.53513527,5.1894875,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
EID2B,0.9792,0.02080000000000004,3.8517824544940904,1.01186115e-05,3.2695527e-06,1e-07,0.5,1.5956053,1.5939178,0.54382706,-0.42881584,3.2862415,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
EPM2A,0.9608,0.03920000000000001,3.199089279275342,1.2622264e-06,3.8514368e-06,1e-07,0.5,-1.5946875,-1.5895014,0.59880054,-4.0530243,0.7083931,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
MAP2K4,0.9734,0.026599999999999957,3.599883515945192,9.6440735e-06,2.9251045e-05,1e-07,0.5,-1.5939195,-1.6206808,0.47382408,-2.9484568,0.31534386,0.0,0.05262863,0.0,0.2,0.0,0.36896837,True,Left vs Right,Left,Right
EOGT,0.9561999999999999,0.04380000000000006,3.0833330609571883,6.6300618e-06,2.0402224e-05,1e-07,0.5,-1.5917183,-1.6019864,0.6022435,-3.560422,0.54252815,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
ENC1,0.9521999999999999,0.047800000000000065,2.991749258560003,3.949967e-05,0.00012603244,1e-07,0.5,-1.5907091,-1.7424016,0.8985392,-3.7954588,2.560114,0.0,0.1359398,0.0,0.3333333333333333,0.0,0.9845913,True,Left vs Right,Left,Right
HIST1H2AE,0.9168,0.08320000000000005,2.3996418888485156,1.4499622e-06,4.973199e-07,1e-07,0.5,1.5906944,1.4924269,0.87521374,-1.8856411,5.7312546,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
CDX1,0.9168,0.08320000000000005,2.3996418888485156,1.1723846e-06,3.4968655e-06,1e-07,0.5,-1.5905359,-1.6309271,0.8806072,-4.8343487,2.7074795,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
LRRC34,0.9258,0.07420000000000004,2.523893954454423,1.606039e-05,5.443293e-06,1e-07,0.5,1.5899634,1.5858307,0.7634569,-0.8650646,4.168042,0.32046825,0.011949447,0.25,0.06666666666666667,3.4748545,0.084669486,True,Left vs Right,Left,Right
N6AMT1,0.9636,0.03639999999999999,3.276107231750535,1.7045551e-05,5.575401e-06,1e-07,0.5,1.589885,1.583456,0.59358174,-0.39709282,3.6063519,0.0,0.018936215,0.0,0.06666666666666667,0.0,0.1502984,True,Left vs Right,Left,Right
PANK1,0.9776,0.022399999999999975,3.7760391933569983,1.90149e-06,5.565227e-06,1e-07,0.5,-1.5892541,-1.5744638,0.56174326,-3.6475048,0.15644073,0.0,0.010651365,0.0,0.06666666666666667,0.0,0.07528377,True,Left vs Right,Left,Right
LINC00623,0.995,0.0050000000000000044,5.2933028347767435,1.0623078e-05,3.4992263e-06,1e-07,0.5,1.5890862,1.6044989,0.38202837,-0.135355,2.9659958,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
PLXNC1,0.9440000000000001,0.05599999999999994,2.8247743074321603,1.6756412e-05,5.0271326e-05,1e-07,0.5,-1.5886736,-1.6766639,0.89219743,-4.1567974,2.8403788,0.0,0.18085663,0.0,0.4666666666666666,0.0,1.2845573,True,Left vs Right,Left,Right
RPS26,0.999,0.0010000000000000009,6.906744788708563,0.00035790022,0.0010937474,1e-07,0.5,-1.5880724,-1.571661,0.37019765,-3.0625181,-0.16421032,0.5801666,1.2783332,0.5,0.9333333333333332,5.874689,9.682189,True,Left vs Right,Left,Right
MROH8,0.9894,0.010600000000000054,4.536243764386936,2.9002738e-06,9.518626e-07,1e-07,0.5,1.586809,1.5186367,0.5499655,-0.066581726,3.8579063,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
NUDT13,0.9440000000000001,0.05599999999999994,2.8247743074321603,6.359215e-06,2.0972216e-06,1e-07,0.5,1.5861324,1.5839376,0.6867522,-0.6946869,3.8671856,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
DUSP19,0.9551999999999999,0.04480000000000006,3.0597123904721473,2.1280302e-06,6.4602004e-06,1e-07,0.5,-1.5836985,-1.543972,0.6882225,-4.1681757,0.55140495,0.0,0.024063058,0.0,0.13333333333333333,0.0,0.17702624,True,Left vs Right,Left,Right
FBXO36,0.9882,0.011800000000000033,4.427784737602169,1.5099342e-06,4.5212264e-06,1e-07,0.5,-1.5836191,-1.57792,0.47667158,-3.2341156,0.18170738,0.0,0.014995832,0.0,0.06666666666666667,0.0,0.10899615,True,Left vs Right,Left,Right
FKTN,0.9748,0.0252,3.65538794066687,8.119394e-06,2.4165813e-05,1e-07,0.5,-1.5835457,-1.6074395,0.5193592,-3.3822737,0.55296135,0.0,0.039149974,0.0,0.2,0.0,0.27766326,True,Left vs Right,Left,Right
MAP1LC3A,0.9892,0.010800000000000032,4.517349485700766,0.00013900861,4.6754347e-05,1e-07,0.5,1.5833824,1.5835404,0.4746924,-0.89277935,3.188161,0.32005477,0.09748386,0.25,0.26666666666666666,3.2795706,0.8136596,True,Left vs Right,Left,Right
PPP3R1,0.9814,0.01859999999999995,3.965818015491911,1.5131508e-05,4.6361773e-05,1e-07,0.5,-1.5826204,-1.6130686,0.4697117,-3.058793,-0.13535118,0.0,0.05521456,0.0,0.26666666666666666,0.0,0.39185476,True,Left vs Right,Left,Right
ABCC6,0.9390000000000001,0.06099999999999994,2.733941461750167,4.354189e-06,1.4267293e-06,1e-07,0.5,1.5822262,1.6000328,0.6692522,-0.87420464,3.7088509,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
ZKSCAN5,0.9182,0.08179999999999998,2.4181378768479127,2.0177688e-06,6.238654e-06,1e-07,0.5,-1.5817039,-1.5491076,0.8096709,-4.830516,1.0873775,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
KCTD3,0.9662,0.03380000000000005,3.3529097641232113,1.5454443e-05,4.6803216e-05,1e-07,0.5,-1.5815156,-1.6069484,0.56459326,-3.3399029,0.42852688,0.0,0.0844169,0.0,0.3333333333333333,0.0,0.6121515,True,Left vs Right,Left,Right
TRIM39,0.9453999999999999,0.05460000000000009,2.851574063035642,3.1693305e-06,9.289896e-06,1e-07,0.5,-1.5775924,-1.5794878,0.6522553,-3.6279736,0.9944916,0.0,0.04035022,0.0,0.13333333333333333,0.0,0.31925893,True,Left vs Right,Left,Right
TEX2,0.9554,0.04459999999999997,3.0643960281814424,4.5198394e-06,1.3496284e-05,1e-07,0.5,-1.5752602,-1.6307726,0.58393914,-3.2362375,0.6471062,0.0,0.029096335,0.0,0.13333333333333333,0.0,0.20228826,True,Left vs Right,Left,Right
FAM135A,0.9420000000000001,0.05799999999999994,2.787562102231878,1.15145185e-05,3.335311e-05,1e-07,0.5,-1.5751973,-1.5618482,0.6889973,-3.8519344,0.64306927,0.0,0.035172902,0.0,0.13333333333333333,0.0,0.27828062,True,Left vs Right,Left,Right
ZDBF2,0.9531999999999999,0.046800000000000064,3.0139413391167715,3.7179814e-06,1.2046319e-05,1e-07,0.5,-1.57471,-1.7319365,1.078758,-4.11022,3.288786,0.0,0.011371843,0.0,0.06666666666666667,0.0,0.076731704,True,Left vs Right,Left,Right
VPS52,0.9974,0.0026000000000000467,5.949636611964186,1.2621911e-05,3.6867812e-05,1e-07,0.5,-1.5725284,-1.5209041,0.4663494,-3.4154463,-0.30739212,0.0,0.022023208,0.0,0.13333333333333333,0.0,0.15201548,True,Left vs Right,Left,Right
CDHR3,0.9286000000000001,0.07139999999999991,2.5653800769531707,7.6878507e-07,2.3135328e-06,1e-07,0.5,-1.5706422,-1.592596,0.68359965,-3.6636238,0.8280697,0.0,0.018936215,0.0,0.06666666666666667,0.0,0.1502984,True,Left vs Right,Left,Right
ALDH18A1,0.9816,0.018399999999999972,3.9768326954910993,1.8815166e-05,5.5893935e-05,1e-07,0.5,-1.568944,-1.589046,0.46724358,-3.0586119,0.2943039,0.0,0.03148339,0.0,0.13333333333333333,0.0,0.23487666,True,Left vs Right,Left,Right
DMXL2,0.9466,0.0534,2.8750656948042224,2.7784246e-05,8.024038e-05,1e-07,0.5,-1.5687152,-1.5977044,0.64144236,-3.505394,0.69417953,0.0,0.07839414,0.0,0.26666666666666666,0.0,0.55034167,True,Left vs Right,Left,Right
UBE3C,0.9664,0.03359999999999996,3.359051472940072,2.8195727e-05,8.430792e-05,1e-07,0.5,-1.5684828,-1.6160336,0.53046995,-3.155964,0.40193748,0.0,0.124366365,0.0,0.39999999999999997,0.0,0.9466249,True,Left vs Right,Left,Right
RAP2C-AS1,0.972,0.028000000000000025,3.5471509474305067,1.6991349e-06,5.0796757e-06,1e-07,0.5,-1.5682873,-1.56429,0.55717564,-3.727213,0.5206547,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
ATP7B,0.9472,0.05279999999999996,2.886998894581037,5.557004e-06,1.6700118e-05,1e-07,0.5,-1.5670631,-1.6450729,0.77732456,-3.6502113,2.3374882,0.14229724,0.021083638,0.125,0.06666666666666667,1.3492198,0.1422622,True,Left vs Right,Left,Right
IGHG1,0.9132,0.08679999999999999,2.3533481887324736,2.99469e-05,1.0181582e-05,1e-07,0.5,1.56525,1.4885812,0.88080895,-1.1621246,6.300392,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
ATP8B1,0.9184,0.0816,2.42080365193473,6.849306e-06,1.9504696e-05,1e-07,0.5,-1.5636297,-1.5916004,0.78807306,-4.3184443,1.7027111,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
ROBO2,0.9470000000000001,0.052999999999999936,2.8830070015143923,8.848173e-06,2.7295813e-05,1e-07,0.5,-1.562176,-1.6919389,0.9700051,-4.126539,2.7528095,0.0,0.012547174,0.0,0.06666666666666667,0.0,0.08457825,True,Left vs Right,Left,Right
HEXIM2,0.9728,0.027200000000000002,3.5769611805425647,7.4000345e-06,2.4726066e-06,1e-07,0.5,1.5615898,1.5714073,0.52781117,-0.43747902,3.633644,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
HOXB-AS3,0.9478,0.052200000000000024,2.8990608336247803,2.4072966e-05,8.282024e-06,1e-07,0.5,1.5610992,1.5303578,0.67315847,-0.47406864,4.632599,0.0,0.018936215,0.0,0.06666666666666667,0.0,0.1502984,True,Left vs Right,Left,Right
NEURL1B,0.9486,0.0514,2.9153488569717028,1.0066943e-05,2.9646379e-05,1e-07,0.5,-1.5609616,-1.5662479,0.6487031,-4.1585913,1.1038132,0.0,0.04746173,0.0,0.2,0.0,0.34941363,True,Left vs Right,Left,Right
SATB2,0.9226000000000001,0.07739999999999991,2.4782088721680156,7.5097932e-06,2.2245475e-05,1e-07,0.5,-1.5605474,-1.652,0.8329447,-4.1894855,2.7016325,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
ZSCAN20,0.933,0.06699999999999995,2.633712442920772,1.0254302e-06,3.1504412e-06,1e-07,0.5,-1.5586381,-1.6184893,1.0014007,-4.2138863,2.3597622,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
TAF1A-AS1,0.9199999999999999,0.08000000000000007,2.4423469212387765,1.4348628e-06,4.854364e-07,1e-07,0.5,1.5560131,1.6159143,0.6591905,-1.5010376,3.6140938,0.0,0.025455847,0.0,0.06666666666666667,0.0,0.21118672,True,Left vs Right,Left,Right
BBS10,0.963,0.03700000000000003,3.2591352392678825,5.3199e-06,1.5546382e-05,1e-07,0.5,-1.5548637,-1.531785,0.60604465,-3.5930872,0.42209816,0.0,0.011371843,0.0,0.06666666666666667,0.0,0.076731704,True,Left vs Right,Left,Right
PEBP4,0.9714,0.02859999999999996,3.525331272729971,6.5451322e-06,2.2429283e-06,1e-07,0.5,1.5536994,1.5213346,0.57766503,-0.24432564,3.6974487,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
ARHGAP17,0.9746,0.025399999999999978,3.6472775729448257,1.7757813e-05,5.278966e-05,1e-07,0.5,-1.5532415,-1.5596142,0.5040371,-3.2739391,0.25138092,0.0,0.050076924,0.0,0.13333333333333333,0.0,0.3536417,True,Left vs Right,Left,Right
INTS2,0.982,0.018000000000000016,3.9992190050861978,8.112739e-06,2.3996687e-05,1e-07,0.5,-1.5524992,-1.5631347,0.49770436,-3.3350935,0.35922813,0.0,0.06308444,0.0,0.26666666666666666,0.0,0.44720757,True,Left vs Right,Left,Right
ZNF821,0.9702,0.02980000000000005,3.4829935170364954,1.4349024e-05,4.903706e-06,1e-07,0.5,1.5512719,1.573576,0.5219294,-0.5644283,3.0888176,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
CCNJL,0.9306,0.06940000000000002,2.595942538551336,1.4423835e-06,4.161007e-06,1e-07,0.5,-1.5508472,-1.5430489,0.70971715,-3.9384937,0.9317875,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
SOX8,0.9124,0.08760000000000001,2.3432973892727476,1.4042522e-06,4.1205058e-06,1e-07,0.5,-1.5504745,-1.5438375,0.7703478,-4.725645,1.0844059,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
HUNK,0.9138000000000001,0.08619999999999994,2.360941446393564,2.27908e-06,6.8153017e-06,1e-07,0.5,-1.5501928,-1.6941252,1.078452,-4.680214,3.073742,0.0,0.022079114,0.0,0.06666666666666667,0.0,0.15644465,True,Left vs Right,Left,Right
ZC3H12C,0.9264,0.0736,2.5326609560088174,7.0209994e-06,2.1076994e-05,1e-07,0.5,-1.55015,-1.6028137,0.68436015,-3.6896353,1.0698395,0.17817101,0.011371843,0.125,0.06666666666666667,2.1256347,0.076731704,True,Left vs Right,Left,Right
